name,image
Weathered Straight Sword,https://eldenring.fanapis.com/images/weapons/17f6953c2f2l0i1pltkmb7nxuvfxgo.png
Golden Epitaph,https://eldenring.fanapis.com/images/weapons/17f697020ddl0i1pm0mkycj3pyzli7.png
Ornamental Straight Sword,https://eldenring.fanapis.com/images/weapons/17f69523142l0i1pm7iurzr5rt7vpb.png
Coded Sword,https://eldenring.fanapis.com/images/weapons/17f69d1c283l0i1pm7km9k4n9hesqp.png
Sword Of Night And Flame,https://eldenring.fanapis.com/images/weapons/17f69dcdeb9l0i1pmay6pw29q0kz9j.png
Carian Knight's Sword,https://eldenring.fanapis.com/images/weapons/17f69b44345l0i1pmq6va882h9uvf.png
Crystal Sword,https://eldenring.fanapis.com/images/weapons/17f69b32328l0i1pmuqj0u81mxsett.png
Sword Of St Trina,https://eldenring.fanapis.com/images/weapons/17f698685e3l0i1pmwzhhrnhxcf81.png
Miquellan Knight's Sword,https://eldenring.fanapis.com/images/weapons/17f69aa244al0i1pmyf54x5qm8xb1r.png
Cane Sword,https://eldenring.fanapis.com/images/weapons/17f6997d3a3l0i1pn2970lts73cbnn.png
Regalia Of Eochaid,https://eldenring.fanapis.com/images/weapons/17f69d2e16cl0i1pndl0cqdeg1df40a.png
Noble's Slender Sword,https://eldenring.fanapis.com/images/weapons/17f6976fa7el0i1pnla0wdjcpf4iqvm.png
Warhawk's Talon,https://eldenring.fanapis.com/images/weapons/17f69b005b3l0i1pnmcmlgow749t19.png
Rotten Crystal Sword,https://eldenring.fanapis.com/images/weapons/17f69d445cel0i1pnsmtteechmemmd.png
Lazuli Glintstone Sword,https://eldenring.fanapis.com/images/weapons/17f697a64ccl0i1pnuagdt1sfmx0pk.png
Estoc,https://eldenring.fanapis.com/images/weapons/17f69747395l0i1po2ze4jsp35ms3t.png
Rapier,https://eldenring.fanapis.com/images/weapons/17f69c6c09el0i1poegki2ecno2vw.png
Cleanrot Knight's Sword,https://eldenring.fanapis.com/images/weapons/17f6990b8f9l0i1poeub82lv32r18o.png
Rogier's Rapier,https://eldenring.fanapis.com/images/weapons/17f69d58854l0i1pom1ferfthsgsd.png
Antspur Rapier,https://eldenring.fanapis.com/images/weapons/17f697b4c08l0i1pomqr1pxcel70uf.png
Frozen Needle,https://eldenring.fanapis.com/images/weapons/17f69a8a231l0i1potleffsoj8ycfb.png
Torch,https://eldenring.fanapis.com/images/weapons/17f69a2e19cl0i1pp06n0kd7rxesjl.png
Noble's Estoc,https://eldenring.fanapis.com/images/weapons/17f6999d8b5l0i1pp5phyiipgx4eoi.png
Steel-wire Torch,https://eldenring.fanapis.com/images/weapons/17f69c23d73l0i1ppcoi0x9lzm1frn.png
St. Trina's Torch,https://eldenring.fanapis.com/images/weapons/17f69762fd7l0i1ppfr1nudb4uz853.png
Ghostflame Torch,https://eldenring.fanapis.com/images/weapons/17f69ca18e3l0i1pplg1qd5hx85vfgj.png
Beast-repellent Torch,https://eldenring.fanapis.com/images/weapons/17f694a60fal0i1pprpdod0sn0veh.png
Sentry's Torch,https://eldenring.fanapis.com/images/weapons/17f69cf8934l0i1ppuzogdnseu6l7f.png
Godskin Peeler,https://eldenring.fanapis.com/images/weapons/17f69528e34l0i1pq5pn4dg3bbkmj.png
Twinned Knight Swords,https://eldenring.fanapis.com/images/weapons/17f69a2b9c8l0i1pqbpbbyiylafnx.png
Eleonora's Poleblade,https://eldenring.fanapis.com/images/weapons/17f69d7ad55l0i1pqhdj20wzeg63ts.png
Gargoyle's Twinblade,https://eldenring.fanapis.com/images/weapons/17f695e037bl0i1pqkyetqd7zbu8l.png
Gargoyle's Black Blades,https://eldenring.fanapis.com/images/weapons/17f69a3190el0i1pqs4x6j5c6xpye.png
Large Club,https://eldenring.fanapis.com/images/weapons/17f698bc778l0i1pqyr7r7agoq3o5d.png
Greathorn Hammer,https://eldenring.fanapis.com/images/weapons/17f696c1ee3l0i1pr4ayhpbcwld3pn.png
Battle Hammer,https://eldenring.fanapis.com/images/weapons/17f69b42027l0i1prapddaur3pdili.png
Great Mace,https://eldenring.fanapis.com/images/weapons/17f69a1045al0i1prfggf7geafalun.png
Curved Great Club,https://eldenring.fanapis.com/images/weapons/17f69aaf476l0i1prkfafl8jets7wh.png
Celebrant's Skull,https://eldenring.fanapis.com/images/weapons/17f69ace310l0i1proreclwz3grgz.png
Beastclaw Greathammer,https://eldenring.fanapis.com/images/weapons/17f69aff56dl0i1przmnvkw34pmvm.png
Twinblade,https://eldenring.fanapis.com/images/weapons/17f69afb6c2l0i1ps6dducecpwa4m.png
Envoy's Long Horn,https://eldenring.fanapis.com/images/weapons/17f69c5e336l0i1ps8m2w27as1vumo.png
Pickaxe,https://eldenring.fanapis.com/images/weapons/17f69aa2722l0i1ps9o8lwz4rprn29.png
Cranial Vessel Candlestand,https://eldenring.fanapis.com/images/weapons/17f69657dc0l0i1psc1sw2ehitb9m.png
Great Stars,https://eldenring.fanapis.com/images/weapons/17f69dc134al0i1psnm7v5asqrwh7g.png
Devourer's Scepter,https://eldenring.fanapis.com/images/weapons/17f69b4d221l0i1psy7bxk9acqs5xv.png
Brick Hammer,https://eldenring.fanapis.com/images/weapons/17f69c5bf40l0i1pszirywq0wqy1l.png
Whip,https://eldenring.fanapis.com/images/weapons/17f69d7e396l0i1pt3tuf213zcu8u.png
Rotten Battle Hammer,https://eldenring.fanapis.com/images/weapons/17f699989edl0i1pt44dx2gkj49me6.png
Thorned Whip,https://eldenring.fanapis.com/images/weapons/17f69571714l0i1ptc8s1fsagr8zf.png
Magma Whip Candlestick,https://eldenring.fanapis.com/images/weapons/17f69c5c0bfl0i1ptlhsrovoc8dx07.png
Hoslow's Petal Whip,https://eldenring.fanapis.com/images/weapons/17f694eefe9l0i1pto8dn7ezy61a99.png
Giant's Red Braid,https://eldenring.fanapis.com/images/weapons/17f696af19bl0i1ptpv0fdawl72o4yq.png
Urumi,https://eldenring.fanapis.com/images/weapons/17f69691044l0i1ptyliubsc1c29o9.png
